country,year,sex,age,suicides_no,population,gdp_for_year_usd
El Salvador,2006,female,15-24 years,61,583805,15999886400
El Salvador,2006,female,25-34 years,24,478826,15999886400
El Salvador,2006,female,35-54 years,23,674459,15999886400
El Salvador,2006,female,55-74 years,5,339861,15999886400
El Salvador,2006,female,75+ years,1,80379,15999886400
El Salvador,2006,male,5-14 years,5,731674,15999886400
El Salvador,2006,female,5-14 years,4,706040,15999886400
El Salvador,2007,male,25-34 years,114,401997,17011750900
El Salvador,2007,male,35-54 years,111,543505,17011750900
El Salvador,2007,male,75+ years,13,64151,17011750900
El Salvador,2007,male,55-74 years,53,283342,17011750900
El Salvador,2007,male,15-24 years,93,563128,17011750900
El Salvador,2007,female,15-24 years,57,592288,17011750900
El Salvador,2007,female,25-34 years,22,481271,17011750900
El Salvador,2007,female,75+ years,2,84282,17011750900
El Salvador,2007,female,55-74 years,8,347632,17011750900
El Salvador,2007,female,35-54 years,14,684881,17011750900
El Salvador,2007,female,5-14 years,9,698018,17011750900
El Salvador,2007,male,5-14 years,5,723366,17011750900
El Salvador,2008,male,75+ years,19,67413,17986886200
El Salvador,2008,male,25-34 years,13,401584,17986886200
El Salvador,2008,male,35-54 years,13,548836,17986886200
El Salvador,2008,male,15-24 years,16,573262,17986886200
El Salvador,2008,male,55-74 years,38,286738,17986886200
El Salvador,2008,female,15-24 years,53,601543,17986886200
El Salvador,2008,female,25-34 years,26,482895,17986886200
El Salvador,2008,female,35-54 years,29,694764,17986886200
El Salvador,2008,female,75+ years,1,88207,17986886200
El Salvador,2008,female,5-14 years,5,686491,17986886200
El Salvador,2008,male,5-14 years,5,711888,17986886200
El Salvador,2008,female,55-74 years,2,355666,17986886200
El Salvador,2009,male,25-34 years,12,400776,17601616000
El Salvador,2009,male,35-54 years,113,554321,17601616000
El Salvador,2009,male,75+ years,13,70655,17601616000
El Salvador,2009,male,55-74 years,49,290324,17601616000
El Salvador,2009,male,15-24 years,95,584388,17601616000
El Salvador,2009,female,15-24 years,55,611290,17601616000
El Salvador,2009,female,25-34 years,27,484388,17601616000
El Salvador,2009,female,35-54 years,16,704865,17601616000
El Salvador,2009,female,75+ years,2,92201,17601616000
El Salvador,2009,female,55-74 years,7,364066,17601616000
El Salvador,2009,female,5-14 years,6,672905,17601616000
El Salvador,2009,male,5-14 years,3,698731,17601616000
El Salvador,2010,male,25-34 years,93,400088,18447922400
El Salvador,2010,male,55-74 years,45,294119,18447922400
El Salvador,2010,male,75+ years,11,73884,18447922400
El Salvador,2010,male,15-24 years,81,596366,18447922400
El Salvador,2010,male,35-54 years,73,560083,18447922400
El Salvador,2010,female,15-24 years,44,621228,18447922400
El Salvador,2010,female,25-34 years,19,486153,18447922400
El Salvador,2010,female,35-54 years,2,715456,18447922400
El Salvador,2010,female,75+ years,2,96291,18447922400
El Salvador,2010,female,5-14 years,7,658707,18447922400
El Salvador,2010,female,55-74 years,3,372845,18447922400
El Salvador,2010,male,5-14 years,1,685233,18447922400
El Salvador,2011,male,25-34 years,1,402814,20283783700
El Salvador,2011,male,75+ years,15,77576,20283783700
El Salvador,2011,male,15-24 years,116,607120,20283783700
El Salvador,2011,male,35-54 years,85,565884,20283783700
El Salvador,2011,male,55-74 years,39,297029,20283783700
El Salvador,2011,female,15-24 years,52,630434,20283783700
El Salvador,2011,female,25-34 years,26,488848,20283783700
El Salvador,2011,female,35-54 years,22,725601,20283783700
El Salvador,2011,female,75+ years,3,100865,20283783700
El Salvador,2011,female,5-14 years,12,642054,20283783700
El Salvador,2011,male,5-14 years,12,666916,20283783700
El Salvador,2011,female,55-74 years,3,380644,20283783700
El Salvador,2012,male,25-34 years,19,406026,21386153000
El Salvador,2012,male,55-74 years,62,300461,21386153000
El Salvador,2012,male,75+ years,16,81225,21386153000
El Salvador,2012,male,35-54 years,98,572655,21386153000
El Salvador,2012,male,15-24 years,1,618195,21386153000
El Salvador,2012,female,15-24 years,56,639803,21386153000
El Salvador,2012,female,25-34 years,26,492068,21386153000
El Salvador,2012,female,35-54 years,19,736698,21386153000
El Salvador,2012,female,75+ years,2,105481,21386153000
El Salvador,2012,male,5-14 years,11,650570,21386153000
El Salvador,2012,female,5-14 years,9,626538,21386153000
El Salvador,2012,female,55-74 years,4,389103,21386153000
El Salvador,2013,male,25-34 years,95,409974,21977401900
El Salvador,2013,male,35-54 years,129,579811,21977401900
El Salvador,2013,male,75+ years,18,84746,21977401900
El Salvador,2013,male,55-74 years,59,304397,21977401900
El Salvador,2013,male,15-24 years,79,628312,21977401900
El Salvador,2013,female,15-24 years,43,648028,21977401900
El Salvador,2013,female,25-34 years,22,496109,21977401900
El Salvador,2013,female,35-54 years,19,748153,21977401900
El Salvador,2013,female,55-74 years,7,398116,21977401900
El Salvador,2013,female,5-14 years,7,612761,21977401900
El Salvador,2013,male,5-14 years,6,636699,21977401900
El Salvador,2014,male,75+ years,19,87989,22585841200
El Salvador,2014,male,25-34 years,77,415163,22585841200
El Salvador,2014,male,35-54 years,85,586412,22585841200
El Salvador,2014,male,55-74 years,44,308802,22585841200
El Salvador,2014,male,15-24 years,51,635499,22585841200
El Salvador,2014,female,75+ years,9,114804,22585841200
El Salvador,2014,female,15-24 years,33,653215,22585841200
El Salvador,2014,female,25-34 years,24,501438,22585841200
El Salvador,2014,female,35-54 years,27,758979,22585841200
El Salvador,2014,female,55-74 years,11,407576,22585841200
El Salvador,2014,female,5-14 years,4,601023,22585841200
El Salvador,2014,male,5-14 years,2,625429,22585841200
Estonia,1995,male,35-54 years,227,180939,4373665146
Estonia,1995,male,75+ years,2,17701,4373665146
Estonia,1995,male,55-74 years,119,117994,4373665146
Estonia,1995,male,25-34 years,66,95952,4373665146
Estonia,1995,female,75+ years,18,50860,4373665146
Estonia,1995,female,55-74 years,53,178879,4373665146
Estonia,1995,male,15-24 years,29,100625,4373665146
Estonia,1995,female,35-54 years,41,200427,4373665146
Estonia,1995,female,25-34 years,9,98531,4373665146
Estonia,1995,female,15-24 years,7,97494,4373665146
Estonia,1995,male,5-14 years,5,111035,4373665146
Estonia,1996,male,75+ years,22,17605,4746109767
Estonia,1996,male,35-54 years,217,178056,4746109767
Estonia,1996,male,55-74 years,1,118715,4746109767
Estonia,1996,male,25-34 years,53,93866,4746109767
Estonia,1996,female,75+ years,25,50849,4746109767
Estonia,1996,male,15-24 years,37,99540,4746109767
Estonia,1996,female,55-74 years,37,179534,4746109767
Estonia,1996,female,35-54 years,4,198315,4746109767
Estonia,1996,female,15-24 years,8,96173,4746109767
Estonia,1996,male,5-14 years,4,109002,4746109767
Estonia,1996,female,25-34 years,2,96311,4746109767
Estonia,1997,male,75+ years,2,17817,5066240419
Estonia,1997,male,35-54 years,193,176261,5066240419
Estonia,1997,male,55-74 years,117,119232,5066240419
Estonia,1997,male,25-34 years,6,92544,5066240419
Estonia,1997,male,15-24 years,36,98971,5066240419
Estonia,1997,female,75+ years,15,51893,5066240419
Estonia,1997,female,55-74 years,34,179234,5066240419
Estonia,1997,female,35-54 years,29,196914,5066240419
Estonia,1997,female,25-34 years,7,94741,5066240419
Estonia,1997,female,15-24 years,6,95553,5066240419
Estonia,1997,male,5-14 years,5,106361,5066240419
Estonia,1998,male,55-74 years,123,118242,5617109245
Estonia,1998,male,35-54 years,166,176185,5617109245
Estonia,1998,male,75+ years,11,18044,5617109245
Estonia,1998,male,25-34 years,55,91671,5617109245
Estonia,1998,male,15-24 years,36,99239,5617109245
Estonia,1998,female,75+ years,14,53166,5617109245
Estonia,1998,female,35-54 years,32,197231,5617109245
Estonia,1998,female,55-74 years,25,176820,5617109245
Estonia,1998,female,15-24 years,5,95878,5617109245
Estonia,1998,male,5-14 years,5,103157,5617109245
Estonia,1998,female,25-34 years,4,93664,5617109245
Estonia,1998,female,5-14 years,1,98422,5617109245
Estonia,1999,male,75+ years,23,18414,5726897998
Estonia,1999,male,55-74 years,11,116703,5726897998
Estonia,1999,male,35-54 years,148,176841,5726897998
Estonia,1999,male,25-34 years,54,91164,5726897998
Estonia,1999,male,15-24 years,47,100216,5726897998
Estonia,1999,female,75+ years,22,54852,5726897998
Estonia,1999,female,35-54 years,35,198278,5726897998
Estonia,1999,female,55-74 years,26,173742,5726897998
Estonia,1999,female,15-24 years,7,96708,5726897998
Estonia,1999,female,25-34 years,3,92980,5726897998
Estonia,1999,male,5-14 years,2,99045,5726897998
Estonia,2000,male,75+ years,19,19265,5685774809
Estonia,2000,male,35-54 years,136,185960,5685774809
Estonia,2000,male,55-74 years,66,118085,5685774809
Estonia,2000,male,25-34 years,38,97425,5685774809
Estonia,2000,male,15-24 years,3,103020,5685774809
Estonia,2000,female,55-74 years,38,173775,5685774809
Estonia,2000,female,75+ years,1,57680,5685774809
Estonia,2000,female,25-34 years,11,95540,5685774809
Estonia,2000,female,35-54 years,22,202765,5685774809
Estonia,2000,female,15-24 years,6,97165,5685774809
Estonia,2000,female,5-14 years,1,88530,5685774809
Estonia,2001,male,35-54 years,135,185880,6245069734
Estonia,2001,male,55-74 years,84,117120,6245069734
Estonia,2001,male,75+ years,12,19975,6245069734
Estonia,2001,male,25-34 years,44,97810,6245069734
Estonia,2001,female,75+ years,26,59580,6245069734
Estonia,2001,male,15-24 years,36,102895,6245069734
Estonia,2001,female,55-74 years,22,171675,6245069734
Estonia,2001,female,35-54 years,24,202560,6245069734
Estonia,2001,female,25-34 years,8,95505,6245069734
Estonia,2001,female,15-24 years,6,97020,6245069734
Estonia,2001,male,5-14 years,4,90730,6245069734
Estonia,2002,male,75+ years,17,21135,7322069511
Estonia,2002,male,55-74 years,74,116560,7322069511
Estonia,2002,male,35-54 years,117,184685,7322069511
Estonia,2002,male,25-34 years,53,98385,7322069511
Estonia,2002,male,15-24 years,34,102950,7322069511
Estonia,2002,female,75+ years,14,61415,7322069511
Estonia,2002,female,35-54 years,28,201060,7322069511
Estonia,2002,female,55-74 years,19,170805,7322069511
Estonia,2002,female,25-34 years,6,95715,7322069511
Estonia,2002,male,5-14 years,4,86140,7322069511
Estonia,2002,female,15-24 years,4,97020,7322069511
Estonia,2002,female,5-14 years,1,80820,7322069511
Estonia,2003,male,75+ years,19,22380,9833870709
Estonia,2003,male,35-54 years,116,183410,9833870709
Estonia,2003,male,55-74 years,69,116230,9833870709
Estonia,2003,male,25-34 years,38,98640,9833870709
Estonia,2003,male,15-24 years,31,103335,9833870709
Estonia,2003,female,75+ years,16,63315,9833870709
Estonia,2003,female,35-54 years,21,199315,9833870709
Estonia,2003,female,55-74 years,17,170190,9833870709
Estonia,2003,female,15-24 years,6,97400,9833870709
Estonia,2003,female,25-34 years,5,95605,9833870709
Estonia,2003,male,5-14 years,3,81105,9833870709
Estonia,2003,female,5-14 years,1,76235,9833870709
Estonia,2004,male,55-74 years,73,116415,12059201242
Estonia,2004,male,35-54 years,14,182275,12059201242
Estonia,2004,male,75+ years,13,23510,12059201242
Estonia,2004,male,25-34 years,43,98265,12059201242
Estonia,2004,male,15-24 years,31,103745,12059201242
Estonia,2004,female,75+ years,11,65370,12059201242
Estonia,2004,female,55-74 years,22,170025,12059201242
Estonia,2004,female,25-34 years,7,94990,12059201242
Estonia,2004,female,15-24 years,6,97765,12059201242
Estonia,2004,female,35-54 years,12,197475,12059201242
Estonia,2004,female,5-14 years,1,71710,12059201242
Estonia,2005,male,35-54 years,97,181315,14006088297
Estonia,2005,male,75+ years,13,24740,14006088297
Estonia,2005,male,55-74 years,5,116665,14006088297
Estonia,2005,male,25-34 years,32,97650,14006088297
Estonia,2005,male,15-24 years,27,103575,14006088297
Estonia,2005,female,75+ years,15,67375,14006088297
Estonia,2005,female,55-74 years,18,170115,14006088297
Estonia,2005,female,35-54 years,12,195835,14006088297
Estonia,2005,female,15-24 years,5,97515,14006088297
Estonia,2005,female,25-34 years,3,93980,14006088297
Estonia,2005,male,5-14 years,1,71890,14006088297
Estonia,2006,male,75+ years,14,25870,16963625016
Estonia,2006,male,55-74 years,56,116790,16963625016
Estonia,2006,male,35-54 years,73,180705,16963625016
Estonia,2006,female,75+ years,18,69410,16963625016
Estonia,2006,male,15-24 years,26,102295,16963625016
Estonia,2006,male,25-34 years,21,96850,16963625016
Estonia,2006,female,55-74 years,17,170020,16963625016
Estonia,2006,female,35-54 years,12,194260,16963625016
Estonia,2006,female,15-24 years,5,96385,16963625016
Estonia,2006,female,25-34 years,4,92765,16963625016
Estonia,2006,male,5-14 years,1,68740,16963625016
Estonia,2007,male,75+ years,21,26860,22237061730
Estonia,2007,male,55-74 years,58,117125,22237061730
Estonia,2007,male,25-34 years,39,96140,22237061730
Estonia,2007,male,35-54 years,66,180160,22237061730
Estonia,2007,male,15-24 years,21,100450,22237061730
Estonia,2007,female,75+ years,13,71525,22237061730
Estonia,2007,female,55-74 years,17,170045,22237061730
Estonia,2007,female,35-54 years,11,192585,22237061730
Estonia,2007,female,15-24 years,3,94785,22237061730
Estonia,2007,female,25-34 years,2,91870,22237061730
Estonia,2008,male,75+ years,18,27640,24194039256
Estonia,2008,male,55-74 years,47,117750,24194039256
Estonia,2008,male,35-54 years,71,179930,24194039256
Estonia,2008,male,15-24 years,29,98030,24194039256
Estonia,2008,male,25-34 years,23,95990,24194039256
Estonia,2008,female,75+ years,12,73185,24194039256
Estonia,2008,female,55-74 years,15,170375,24194039256
Estonia,2008,female,35-54 years,16,191130,24194039256
Estonia,2008,female,15-24 years,5,92410,24194039256
Estonia,2008,female,25-34 years,4,91600,24194039256
Estonia,2008,female,5-14 years,1,61285,24194039256
Estonia,2008,male,5-14 years,1,64680,24194039256
Estonia,2009,male,55-74 years,66,118960,19652492637
Estonia,2009,male,35-54 years,88,179820,19652492637
Estonia,2009,male,75+ years,13,28150,19652492637
Estonia,2009,male,25-34 years,3,96260,19652492637
Estonia,2009,male,15-24 years,23,94705,19652492637
Estonia,2009,female,75+ years,16,74300,19652492637
Estonia,2009,female,55-74 years,14,171340,19652492637
Estonia,2009,female,35-54 years,14,189570,19652492637
Estonia,2009,female,25-34 years,3,91560,19652492637
Estonia,2009,female,15-24 years,2,89195,19652492637
Estonia,2010,male,75+ years,18,28755,19490936349
Estonia,2010,male,55-74 years,54,120465,19490936349
Estonia,2010,male,35-54 years,61,179395,19490936349
Estonia,2010,male,25-34 years,28,96230,19490936349
Estonia,2010,male,15-24 years,2,91065,19490936349
Estonia,2010,female,75+ years,12,75665,19490936349
Estonia,2010,female,55-74 years,14,172395,19490936349
Estonia,2010,female,25-34 years,5,91330,19490936349
Estonia,2010,female,35-54 years,9,187560,19490936349
Estonia,2010,female,15-24 years,2,85755,19490936349
Estonia,2011,male,75+ years,21,29683,23170239901
Estonia,2011,male,55-74 years,57,121737,23170239901
Estonia,2011,male,35-54 years,58,178933,23170239901
Estonia,2011,male,25-34 years,23,95987,23170239901
Estonia,2011,male,15-24 years,19,87167,23170239901
Estonia,2011,female,75+ years,12,77543,23170239901
Estonia,2011,female,35-54 years,15,185535,23170239901
Estonia,2011,female,55-74 years,9,172988,23170239901
Estonia,2011,female,15-24 years,3,82075,23170239901
Estonia,2011,female,25-34 years,1,90940,23170239901
Estonia,2012,male,75+ years,2,30891,23043864510
Estonia,2012,male,55-74 years,59,122960,23043864510
Estonia,2012,male,35-54 years,65,179456,23043864510
Estonia,2012,male,25-34 years,3,96938,23043864510
Estonia,2012,female,75+ years,18,80117,23043864510
Estonia,2012,male,15-24 years,14,83194,23043864510
Estonia,2012,female,55-74 years,17,172977,23043864510
Estonia,2012,female,35-54 years,7,184354,23043864510
Estonia,2012,female,25-34 years,3,91727,23043864510
Estonia,2012,male,5-14 years,2,67323,23043864510
Estonia,2012,female,15-24 years,2,78364,23043864510
Estonia,2013,male,75+ years,23,32101,25137153149
Estonia,2013,male,55-74 years,58,123698,25137153149
Estonia,2013,male,35-54 years,52,178072,25137153149
Estonia,2013,male,25-34 years,22,96869,25137153149
Estonia,2013,female,75+ years,18,82614,25137153149
Estonia,2013,male,15-24 years,15,78163,25137153149
Estonia,2013,female,35-54 years,13,181855,25137153149
Estonia,2013,female,55-74 years,12,172334,25137153149
Estonia,2013,female,15-24 years,2,73430,25137153149
Estonia,2013,female,25-34 years,2,91438,25137153149
Estonia,2013,male,5-14 years,1,68210,25137153149
Estonia,2014,male,75+ years,26,33259,26224622451
Estonia,2014,male,55-74 years,5,124940,26224622451
Estonia,2014,male,25-34 years,39,97957,26224622451
Estonia,2014,male,35-54 years,57,177676,26224622451
Estonia,2014,male,15-24 years,19,73521,26224622451
Estonia,2014,female,75+ years,13,84886,26224622451
Estonia,2014,female,35-54 years,16,180093,26224622451
Estonia,2014,female,25-34 years,8,92159,26224622451
Estonia,2014,female,55-74 years,1,172116,26224622451
Estonia,2014,male,5-14 years,2,69999,26224622451
Estonia,2014,female,15-24 years,1,69127,26224622451
Estonia,2015,male,75+ years,2,34253,22566956982
Estonia,2015,male,55-74 years,44,126556,22566956982
Estonia,2015,male,15-24 years,21,70165,22566956982
Estonia,2015,male,35-54 years,48,177053,22566956982
Estonia,2015,male,25-34 years,25,99448,22566956982
Estonia,2015,female,75+ years,9,86804,22566956982
Estonia,2015,female,55-74 years,12,172429,22566956982
Estonia,2015,female,35-54 years,11,178380,22566956982
Estonia,2015,female,25-34 years,2,92783,22566956982
Estonia,2015,female,15-24 years,1,66216,22566956982
Estonia,2015,female,5-14 years,1,67802,22566956982
Estonia,2015,male,5-14 years,1,71561,22566956982
Fiji,2001,male,55-74 years,4,31764,1660102346
Fiji,2001,male,35-54 years,1,90519,1660102346
Fiji,2001,male,15-24 years,8,85026,1660102346
Fiji,2001,male,25-34 years,5,60698,1660102346
Fiji,2001,female,15-24 years,5,80653,1660102346
Fiji,2001,female,25-34 years,2,58030,1660102346
Fiji,2001,female,55-74 years,1,34038,1660102346
Fiji,2001,male,5-14 years,1,93629,1660102346
Fiji,2002,male,75+ years,1,3507,1842691481
Fiji,2002,female,75+ years,1,4593,1842691481
Fiji,2002,male,55-74 years,5,33136,1842691481
Fiji,2002,male,15-24 years,9,84154,1842691481
Fiji,2002,female,25-34 years,5,58817,1842691481
Fiji,2002,female,15-24 years,6,79795,1842691481
Fiji,2002,male,25-34 years,4,61525,1842691481
Fiji,2002,male,35-54 years,5,93636,1842691481
Fiji,2002,female,35-54 years,3,91724,1842691481
Fiji,2002,male,5-14 years,2,91230,1842691481
Fiji,2002,female,5-14 years,1,85867,1842691481
Fiji,2003,male,55-74 years,2,34619,2315935753
Fiji,2003,male,15-24 years,3,82852,2315935753
Fiji,2003,female,25-34 years,2,59592,2315935753
Fiji,2003,female,15-24 years,1,78498,2315935753
Fiji,2003,female,35-54 years,1,94332,2315935753
Fiji,2003,male,35-54 years,1,96710,2315935753
Fiji,2004,male,75+ years,2,3777,2727507213
Fiji,2004,male,55-74 years,5,36303,2727507213
Fiji,2004,male,25-34 years,4,63091,2727507213
Fiji,2004,female,15-24 years,4,77085,2727507213
Fiji,2004,male,15-24 years,3,81425,2727507213
Fiji,2004,female,55-74 years,1,37837,2727507213
Fiji,2004,male,35-54 years,2,99930,2727507213
Fiji,2004,female,25-34 years,1,60430,2727507213
Fiji,2004,female,5-14 years,1,80606,2727507213
Fiji,2004,female,35-54 years,1,97123,2727507213
Fiji,2005,male,75+ years,1,3878,3006725015
Fiji,2005,male,35-54 years,9,103347,3006725015
Fiji,2005,female,25-34 years,3,61361,3006725015
Fiji,2005,male,25-34 years,3,63965,3006725015
Fiji,2005,female,15-24 years,2,75687,3006725015
Fiji,2005,male,55-74 years,1,38247,3006725015
Fiji,2005,male,15-24 years,2,79981,3006725015
Fiji,2005,female,35-54 years,1,100199,3006725015
Fiji,2006,female,15-24 years,5,75457,3102741451
Fiji,2006,male,25-34 years,4,65615,3102741451
Fiji,2006,male,35-54 years,6,103418,3102741451
Fiji,2006,male,15-24 years,4,79914,3102741451
Fiji,2006,female,5-14 years,2,78008,3102741451
Fiji,2006,female,55-74 years,1,40531,3102741451
Fiji,2006,male,5-14 years,1,83550,3102741451
Fiji,2006,female,35-54 years,1,100106,3102741451
Fiji,2007,male,55-74 years,3,40558,3405050612
Fiji,2007,male,15-24 years,3,80074,3405050612
Fiji,2007,female,25-34 years,2,64428,3405050612
Fiji,2007,male,25-34 years,2,67634,3405050612
Fiji,2007,male,35-54 years,2,103785,3405050612
Fiji,2007,female,15-24 years,1,75514,3405050612
Fiji,2008,male,25-34 years,9,69781,3523185920
Fiji,2008,male,35-54 years,11,104375,3523185920
Fiji,2008,female,35-54 years,5,100705,3523185920
Fiji,2008,male,55-74 years,2,41913,3523185920
Fiji,2008,female,15-24 years,3,75830,3523185920
Fiji,2008,male,15-24 years,3,80437,3523185920
Fiji,2008,female,25-34 years,2,66331,3523185920
Fiji,2008,female,55-74 years,1,43110,3523185920
Fiji,2008,female,5-14 years,1,77855,3523185920
Fiji,2009,female,75+ years,1,5809,2870624636
Fiji,2009,male,35-54 years,8,105083,2870624636
Fiji,2009,male,25-34 years,5,71729,2870624636
Fiji,2009,male,55-74 years,3,43403,2870624636
Fiji,2009,female,25-34 years,3,68110,2870624636
Fiji,2009,male,15-24 years,3,80908,2870624636
Fiji,2009,female,15-24 years,2,76305,2870624636
Fiji,2009,female,55-74 years,1,44642,2870624636
Fiji,2011,male,75+ years,3,4903,3774530616
Fiji,2011,male,25-34 years,1,73871,3774530616
Fiji,2011,male,35-54 years,1,106561,3774530616
Fiji,2011,male,55-74 years,3,46624,3774530616
Fiji,2011,male,15-24 years,4,80648,3774530616
Fiji,2011,female,55-74 years,2,48171,3774530616
Fiji,2011,female,15-24 years,3,76080,3774530616
Fiji,2011,female,35-54 years,2,102547,3774530616
Fiji,2011,female,25-34 years,1,70077,3774530616
Fiji,2012,male,75+ years,2,5168,3972012571
Fiji,2012,female,75+ years,1,6862,3972012571
Fiji,2012,male,15-24 years,7,80061,3972012571
Fiji,2012,male,25-34 years,5,74059,3972012571
Fiji,2012,male,35-54 years,6,107270,3972012571
Fiji,2012,female,15-24 years,4,75501,3972012571
Fiji,2012,male,55-74 years,2,48382,3972012571
Fiji,2012,female,55-74 years,2,50218,3972012571
Fiji,2012,female,25-34 years,2,70215,3972012571
Fiji,2012,female,35-54 years,1,103358,3972012571
Finland,1987,male,75+ years,57,80200,91642093873
Finland,1987,male,35-54 years,422,687900,91642093873
Finland,1987,male,55-74 years,225,380700,91642093873
Finland,1987,male,25-34 years,222,397800,91642093873
Finland,1987,male,15-24 years,135,355900,91642093873
Finland,1987,female,55-74 years,99,506400,91642093873
Finland,1987,female,35-54 years,122,667400,91642093873
Finland,1987,female,25-34 years,44,379700,91642093873
Finland,1987,female,15-24 years,26,341900,91642093873
Finland,1987,female,75+ years,7,182100,91642093873
Finland,1987,male,5-14 years,4,324400,91642093873
Finland,1988,male,75+ years,54,82300,109103056148
Finland,1988,male,35-54 years,458,702100,109103056148
Finland,1988,male,25-34 years,238,394200,109103056148
Finland,1988,male,55-74 years,218,383500,109103056148
Finland,1988,male,15-24 years,137,346100,109103056148
Finland,1988,female,35-54 years,124,680500,109103056148
Finland,1988,female,55-74 years,89,504600,109103056148
Finland,1988,female,75+ years,27,187500,109103056148
Finland,1988,female,25-34 years,29,377000,109103056148
Finland,1988,female,15-24 years,25,332300,109103056148
Finland,1988,male,5-14 years,2,329100,109103056148
Finland,1988,female,5-14 years,1,314400,109103056148
Finland,1989,male,75+ years,72,84000,119064708328
Finland,1989,male,35-54 years,439,715700,119064708328
Finland,1989,male,55-74 years,231,386700,119064708328
Finland,1989,male,25-34 years,23,392000,119064708328
Finland,1989,male,15-24 years,17,337400,119064708328
Finland,1989,female,35-54 years,127,693900,119064708328
Finland,1989,female,55-74 years,86,502900,119064708328
Finland,1989,female,75+ years,21,192000,119064708328
Finland,1989,female,25-34 years,4,374900,119064708328
Finland,1989,female,15-24 years,21,323900,119064708328
Finland,1989,male,5-14 years,3,332800,119064708328
Finland,1990,male,75+ years,77,85500,141517648888
Finland,1990,male,35-54 years,483,728500,141517648888
Finland,1990,male,25-34 years,25,389800,141517648888
Finland,1990,male,55-74 years,21,391100,141517648888
Finland,1990,male,15-24 years,169,332100,141517648888
Finland,1990,female,55-74 years,92,502700,141517648888
Finland,1990,female,35-54 years,124,706200,141517648888
Finland,1990,female,25-34 years,48,372600,141517648888
Finland,1990,female,15-24 years,35,318800,141517648888
Finland,1990,female,75+ years,2,195600,141517648888
Finland,1990,male,5-14 years,4,333400,141517648888
Finland,1991,male,75+ years,67,86300,127866490222
Finland,1991,male,25-34 years,257,387500,127866490222
Finland,1991,male,35-54 years,489,741700,127866490222
Finland,1991,male,55-74 years,235,396600,127866490222
Finland,1991,male,15-24 years,139,329300,127866490222
Finland,1991,female,35-54 years,134,718800,127866490222
Finland,1991,female,55-74 years,82,504100,127866490222
Finland,1991,female,75+ years,25,198300,127866490222
Finland,1991,female,25-34 years,39,370800,127866490222
Finland,1991,female,15-24 years,23,315400,127866490222
Finland,1991,male,5-14 years,3,332000,127866490222
Finland,1992,male,35-54 years,517,754100,112625431378
Finland,1992,male,25-34 years,254,385700,112625431378
Finland,1992,male,75+ years,56,87100,112625431378
Finland,1992,male,55-74 years,211,402500,112625431378
Finland,1992,male,15-24 years,115,326900,112625431378
Finland,1992,female,35-54 years,132,730300,112625431378
Finland,1992,female,55-74 years,71,505800,112625431378
Finland,1992,female,25-34 years,46,369300,112625431378
Finland,1992,female,75+ years,19,200900,112625431378
Finland,1992,female,15-24 years,26,312700,112625431378
Finland,1992,male,5-14 years,3,330000,112625431378
Finland,1992,female,5-14 years,1,315600,112625431378
Finland,1993,male,35-54 years,514,762900,89255751015
Finland,1993,male,75+ years,59,87700,89255751015
Finland,1993,male,25-34 years,215,384100,89255751015
Finland,1993,male,55-74 years,28,409500,89255751015
Finland,1993,male,15-24 years,17,324200,89255751015
Finland,1993,female,35-54 years,138,738900,89255751015
Finland,1993,female,55-74 years,8,508400,89255751015
Finland,1993,female,25-34 years,49,368000,89255751015
Finland,1993,female,75+ years,13,203400,89255751015
Finland,1993,female,15-24 years,1,310000,89255751015
Finland,1993,male,5-14 years,3,329100,89255751015
Finland,1993,female,5-14 years,1,314800,89255751015
Finland,1994,male,35-54 years,484,769800,103321570859
Finland,1994,male,75+ years,53,88000,103321570859
Finland,1994,male,25-34 years,195,380600,103321570859
Finland,1994,male,55-74 years,199,418700,103321570859
Finland,1994,male,15-24 years,147,322800,103321570859
Finland,1994,female,35-54 years,156,745700,103321570859
Finland,1994,female,55-74 years,68,513900,103321570859
Finland,1994,female,25-34 years,39,364700,103321570859
Finland,1994,female,75+ years,19,204200,103321570859
Finland,1994,female,15-24 years,24,308800,103321570859
Finland,1994,male,5-14 years,2,329500,103321570859
Finland,1994,female,5-14 years,1,314900,103321570859
Finland,1995,male,35-54 years,489,778700,134199346405
Finland,1995,male,75+ years,49,89200,134199346405
Finland,1995,male,55-74 years,226,424900,134199346405
Finland,1995,male,25-34 years,194,374600,134199346405
Finland,1995,male,15-24 years,118,322700,134199346405
Finland,1995,female,35-54 years,138,754600,134199346405
Finland,1995,female,55-74 years,76,516300,134199346405
Finland,1995,female,25-34 years,48,358900,134199346405
Finland,1995,female,75+ years,2,206800,134199346405
Finland,1995,female,15-24 years,26,308900,134199346405
Finland,1995,male,5-14 years,4,330200,134199346405
Finland,1996,male,35-54 years,439,784900,132099404608
Finland,1996,male,25-34 years,183,367300,132099404608
Finland,1996,male,75+ years,44,91800,132099404608
Finland,1996,male,55-74 years,186,432600,132099404608
Finland,1996,male,15-24 years,11,324000,132099404608
Finland,1996,female,35-54 years,123,760900,132099404608
Finland,1996,female,55-74 years,76,518600,132099404608
Finland,1996,female,25-34 years,44,352400,132099404608
Finland,1996,female,75+ years,15,212000,132099404608
Finland,1996,female,15-24 years,21,310000,132099404608
Finland,1996,female,5-14 years,3,316600,132099404608
