country,year,sex,age,suicides_no,population,gdp_for_year_usd
Argentina,2011,male,55-74 years,416,2788575,530163281575
Argentina,2011,male,35-54 years,54,4738525,530163281575
Argentina,2011,female,15-24 years,172,3372659,530163281575
Argentina,2011,female,35-54 years,157,4893085,530163281575
Argentina,2011,female,25-34 years,12,3224774,530163281575
Argentina,2011,female,55-74 years,93,3268753,530163281575
Argentina,2011,female,75+ years,3,1260121,530163281575
Argentina,2011,female,5-14 years,29,3472180,530163281575
Argentina,2011,male,5-14 years,28,3592374,530163281575
Argentina,2012,male,75+ years,225,688560,545982375701
Argentina,2012,male,15-24 years,745,3480902,545982375701
Argentina,2012,male,25-34 years,616,3268154,545982375701
Argentina,2012,male,55-74 years,451,2839783,545982375701
Argentina,2012,male,35-54 years,554,4841057,545982375701
Argentina,2012,female,15-24 years,24,3380770,545982375701
Argentina,2012,female,35-54 years,164,4993138,545982375701
Argentina,2012,female,55-74 years,18,3328463,545982375701
Argentina,2012,female,25-34 years,12,3228400,545982375701
Argentina,2012,female,75+ years,33,1282726,545982375701
Argentina,2012,male,5-14 years,29,3615254,545982375701
Argentina,2012,female,5-14 years,17,3494571,545982375701
Argentina,2013,male,75+ years,168,699046,552025140252
Argentina,2013,male,15-24 years,696,3486661,552025140252
Argentina,2013,male,25-34 years,499,3271373,552025140252
Argentina,2013,male,55-74 years,398,2894129,552025140252
Argentina,2013,male,35-54 years,64,4950850,552025140252
Argentina,2013,female,15-24 years,167,3384642,552025140252
Argentina,2013,female,25-34 years,12,3226464,552025140252
Argentina,2013,female,35-54 years,157,5099167,552025140252
Argentina,2013,female,55-74 years,12,3390673,552025140252
Argentina,2013,female,75+ years,29,1303352,552025140252
Argentina,2013,female,5-14 years,32,3515742,552025140252
Argentina,2013,male,5-14 years,33,3637026,552025140252
Argentina,2014,male,75+ years,192,706897,526319673732
Argentina,2014,male,15-24 years,738,3492454,526319673732
Argentina,2014,male,25-34 years,531,3276955,526319673732
Argentina,2014,male,55-74 years,45,2951616,526319673732
Argentina,2014,male,35-54 years,644,5060862,526319673732
Argentina,2014,female,15-24 years,24,3388324,526319673732
Argentina,2014,female,35-54 years,196,5203634,526319673732
Argentina,2014,female,25-34 years,118,3227239,526319673732
Argentina,2014,female,55-74 years,19,3454994,526319673732
Argentina,2014,female,75+ years,25,1323654,526319673732
Argentina,2014,female,5-14 years,35,3533961,526319673732
Argentina,2014,male,5-14 years,34,3655965,526319673732
Argentina,2015,male,75+ years,245,712691,594749285413
Argentina,2015,male,15-24 years,656,3500580,594749285413
Argentina,2015,male,55-74 years,431,3011963,594749285413
Argentina,2015,male,25-34 years,465,3289927,594749285413
Argentina,2015,male,35-54 years,633,5166179,594749285413
Argentina,2015,female,15-24 years,153,3394201,594749285413
Argentina,2015,female,55-74 years,125,3520779,594749285413
Argentina,2015,female,25-34 years,114,3235582,594749285413
Argentina,2015,female,35-54 years,166,5301368,594749285413
Argentina,2015,female,75+ years,27,1344980,594749285413
Argentina,2015,male,5-14 years,39,3672155,594749285413
Argentina,2015,female,5-14 years,19,3549219,594749285413
Armenia,1990,male,35-54 years,25,332700,2256838858
Armenia,1990,male,75+ years,2,26900,2256838858
Armenia,1990,male,55-74 years,11,183800,2256838858
Armenia,1990,male,25-34 years,16,307100,2256838858
Armenia,1990,female,35-54 years,15,358000,2256838858
Armenia,1990,male,15-24 years,1,272500,2256838858
Armenia,1990,female,55-74 years,6,224100,2256838858
Armenia,1990,female,75+ years,1,48900,2256838858
Armenia,1990,female,25-34 years,4,320700,2256838858
Armenia,1990,female,15-24 years,3,258500,2256838858
Armenia,1991,male,75+ years,5,28800,2068526522
Armenia,1991,male,25-34 years,2,313800,2068526522
Armenia,1991,female,55-74 years,11,247900,2068526522
Armenia,1991,male,55-74 years,9,203100,2068526522
Armenia,1991,male,35-54 years,14,348500,2068526522
Armenia,1991,female,75+ years,2,52900,2068526522
Armenia,1991,female,35-54 years,9,396300,2068526522
Armenia,1991,male,15-24 years,6,295300,2068526522
Armenia,1991,female,25-34 years,4,342100,2068526522
Armenia,1992,male,75+ years,3,28200,1272577456
Armenia,1992,male,55-74 years,15,215100,1272577456
Armenia,1992,male,35-54 years,22,360400,1272577456
Armenia,1992,male,25-34 years,15,312600,1272577456
Armenia,1992,female,55-74 years,1,263400,1272577456
Armenia,1992,female,75+ years,2,53400,1272577456
Armenia,1992,male,15-24 years,9,300300,1272577456
Armenia,1992,female,35-54 years,6,410800,1272577456
Armenia,1992,female,15-24 years,1,290100,1272577456
Armenia,1993,female,75+ years,6,53100,1201313201
Armenia,1993,male,55-74 years,2,226400,1201313201
Armenia,1993,male,75+ years,2,28400,1201313201
Armenia,1993,male,35-54 years,25,371900,1201313201
Armenia,1993,male,25-34 years,17,305600,1201313201
Armenia,1993,female,55-74 years,14,276100,1201313201
Armenia,1993,male,15-24 years,7,304800,1201313201
Armenia,1993,female,25-34 years,6,335900,1201313201
Armenia,1993,female,35-54 years,6,424000,1201313201
Armenia,1993,female,15-24 years,3,293900,1201313201
Armenia,1994,male,75+ years,7,28200,1315158670
Armenia,1994,female,75+ years,5,51700,1315158670
Armenia,1994,male,55-74 years,2,235500,1315158670
Armenia,1994,male,35-54 years,31,382500,1315158670
Armenia,1994,female,55-74 years,18,286000,1315158670
Armenia,1994,male,25-34 years,1,297000,1315158670
Armenia,1994,male,15-24 years,6,308300,1315158670
Armenia,1994,female,35-54 years,7,437100,1315158670
Armenia,1994,female,15-24 years,4,297600,1315158670
Armenia,1994,male,5-14 years,2,385400,1315158670
Armenia,1994,female,25-34 years,1,326200,1315158670
Armenia,1994,female,5-14 years,1,367000,1315158670
Armenia,1995,male,55-74 years,29,242300,1468317350
Armenia,1995,male,35-54 years,32,395200,1468317350
Armenia,1995,male,25-34 years,21,289500,1468317350
Armenia,1995,male,75+ years,2,28000,1468317350
Armenia,1995,female,75+ years,2,51400,1468317350
Armenia,1995,female,55-74 years,11,295200,1468317350
Armenia,1995,female,25-34 years,11,313300,1468317350
Armenia,1995,male,15-24 years,1,313600,1468317350
Armenia,1995,female,35-54 years,8,453600,1468317350
Armenia,1995,female,15-24 years,3,303200,1468317350
Armenia,1995,male,5-14 years,1,388200,1468317350
Armenia,1996,male,75+ years,3,27900,1596968913
Armenia,1996,male,55-74 years,18,246200,1596968913
Armenia,1996,male,35-54 years,24,409800,1596968913
Armenia,1996,male,25-34 years,13,284300,1596968913
Armenia,1996,female,55-74 years,12,301900,1596968913
Armenia,1996,female,35-54 years,7,471200,1596968913
Armenia,1996,male,15-24 years,4,320000,1596968913
Armenia,1996,female,25-34 years,3,301500,1596968913
Armenia,1996,female,15-24 years,1,310200,1596968913
Armenia,1996,female,5-14 years,1,371900,1596968913
Armenia,1996,male,5-14 years,1,390300,1596968913
Armenia,1997,male,55-74 years,21,246200,1639492424
Armenia,1997,male,35-54 years,26,426000,1639492424
Armenia,1997,female,75+ years,3,51400,1639492424
Armenia,1997,male,75+ years,1,28500,1639492424
Armenia,1997,male,25-34 years,9,282000,1639492424
Armenia,1997,female,55-74 years,8,304400,1639492424
Armenia,1997,male,15-24 years,4,327300,1639492424
Armenia,1997,female,35-54 years,3,489900,1639492424
Armenia,1997,female,25-34 years,1,294200,1639492424
Armenia,1997,male,5-14 years,1,389500,1639492424
Armenia,1998,male,75+ years,2,29600,1893726437
Armenia,1998,male,55-74 years,16,243300,1893726437
Armenia,1998,male,35-54 years,2,445000,1893726437
Armenia,1998,male,25-34 years,6,280200,1893726437
Armenia,1998,female,55-74 years,6,302000,1893726437
Armenia,1998,female,75+ years,1,53100,1893726437
Armenia,1998,female,35-54 years,9,509800,1893726437
Armenia,1998,male,15-24 years,4,335100,1893726437
Armenia,1998,female,25-34 years,1,289300,1893726437
Armenia,1998,female,5-14 years,1,364600,1893726437
Armenia,1999,male,55-74 years,15,238100,1845482181
Armenia,1999,female,75+ years,3,56800,1845482181
Armenia,1999,male,35-54 years,22,464300,1845482181
Armenia,1999,female,55-74 years,9,296800,1845482181
Armenia,1999,male,25-34 years,6,279800,1845482181
Armenia,1999,male,15-24 years,6,344000,1845482181
Armenia,1999,female,35-54 years,4,530700,1845482181
Armenia,1999,female,25-34 years,2,284300,1845482181
Armenia,2000,male,75+ years,4,37600,1911563665
Armenia,2000,female,75+ years,5,66500,1911563665
Armenia,2000,male,55-74 years,14,234300,1911563665
Armenia,2000,male,35-54 years,18,481100,1911563665
Armenia,2000,male,25-34 years,5,283300,1911563665
Armenia,2000,male,15-24 years,6,358000,1911563665
Armenia,2000,female,25-34 years,4,280400,1911563665
Armenia,2000,female,55-74 years,4,292700,1911563665
Armenia,2000,female,35-54 years,1,555300,1911563665
Armenia,2001,male,55-74 years,17,227605,2118467913
Armenia,2001,male,75+ years,3,40190,2118467913
Armenia,2001,female,75+ years,4,66283,2118467913
Armenia,2001,male,35-54 years,19,493922,2118467913
Armenia,2001,female,55-74 years,4,289601,2118467913
Armenia,2001,male,15-24 years,4,361248,2118467913
Armenia,2001,male,5-14 years,3,337767,2118467913
Armenia,2001,male,25-34 years,2,284346,2118467913
Armenia,2001,female,35-54 years,3,563626,2118467913
Armenia,2001,female,25-34 years,1,279953,2118467913
Armenia,2002,male,75+ years,3,29067,2376335048
Armenia,2002,male,55-74 years,19,196525,2376335048
Armenia,2002,male,25-34 years,12,206403,2376335048
Armenia,2002,male,35-54 years,22,418464,2376335048
Armenia,2002,female,75+ years,1,58553,2376335048
Armenia,2002,male,15-24 years,5,293350,2376335048
Armenia,2002,female,35-54 years,6,469992,2376335048
Armenia,2002,female,55-74 years,3,251856,2376335048
Armenia,2002,female,25-34 years,1,222943,2376335048
Armenia,2002,male,5-14 years,1,294209,2376335048
Armenia,2002,female,15-24 years,1,294739,2376335048
Armenia,2003,male,75+ years,3,32495,2807061009
Armenia,2003,male,55-74 years,14,194165,2807061009
Armenia,2003,male,35-54 years,21,423001,2807061009
Armenia,2003,female,75+ years,3,62935,2807061009
Armenia,2003,male,25-34 years,1,210715,2807061009
Armenia,2003,female,55-74 years,3,249909,2807061009
Armenia,2003,female,35-54 years,3,473959,2807061009
Armenia,2003,male,5-14 years,1,283952,2807061009
Armenia,2003,male,15-24 years,1,300902,2807061009
Armenia,2006,male,75+ years,6,48123,6384451606
Armenia,2006,male,55-74 years,21,184526,6384451606
Armenia,2006,male,35-54 years,17,367346,6384451606
Armenia,2006,male,15-24 years,1,276127,6384451606
Armenia,2006,female,55-74 years,8,238745,6384451606
Armenia,2006,male,25-34 years,6,188382,6384451606
Armenia,2006,female,75+ years,2,78684,6384451606
Armenia,2006,female,35-54 years,5,450477,6384451606
Armenia,2006,female,25-34 years,2,215884,6384451606
Armenia,2006,male,5-14 years,1,221941,6384451606
Armenia,2007,male,75+ years,7,49296,9206301700
Armenia,2007,male,55-74 years,13,185290,9206301700
Armenia,2007,male,35-54 years,19,362189,9206301700
Armenia,2007,female,55-74 years,8,240998,9206301700
Armenia,2007,male,15-24 years,7,272188,9206301700
Armenia,2007,male,25-34 years,4,191561,9206301700
Armenia,2007,female,35-54 years,8,444817,9206301700
Armenia,2007,female,75+ years,1,79210,9206301700
Armenia,2007,female,15-24 years,3,288510,9206301700
Armenia,2007,male,5-14 years,1,210620,9206301700
Armenia,2008,male,75+ years,7,46886,11662040714
Armenia,2008,male,55-74 years,18,198978,11662040714
Armenia,2008,male,35-54 years,11,429649,11662040714
Armenia,2008,female,35-54 years,1,477501,11662040714
Armenia,2008,female,55-74 years,5,260264,11662040714
Armenia,2008,male,25-34 years,4,250190,11662040714
Armenia,2008,male,15-24 years,3,317794,11662040714
Armenia,2008,female,25-34 years,2,254728,11662040714
Armenia,2008,female,5-14 years,1,198065,11662040714
Armenia,2008,male,5-14 years,1,220896,11662040714
Armenia,2008,female,15-24 years,1,309009,11662040714
Armenia,2009,male,75+ years,8,50759,8647936748
Armenia,2009,male,55-74 years,11,189632,8647936748
Armenia,2009,male,35-54 years,17,351694,8647936748
Armenia,2009,male,15-24 years,5,259772,8647936748
Armenia,2009,female,75+ years,1,79728,8647936748
Armenia,2009,female,55-74 years,3,248767,8647936748
Armenia,2009,male,25-34 years,2,198646,8647936748
Armenia,2009,female,25-34 years,2,230582,8647936748
Armenia,2009,female,35-54 years,3,433390,8647936748
Armenia,2009,female,15-24 years,1,278535,8647936748
Armenia,2010,male,75+ years,6,52333,9260284938
Armenia,2010,male,55-74 years,13,193100,9260284938
Armenia,2010,male,25-34 years,1,202936,9260284938
Armenia,2010,male,35-54 years,15,346739,9260284938
Armenia,2010,male,15-24 years,8,252152,9260284938
Armenia,2010,female,55-74 years,7,253182,9260284938
Armenia,2010,female,75+ years,2,81770,9260284938
Armenia,2010,female,5-14 years,2,167142,9260284938
Armenia,2010,female,35-54 years,5,427571,9260284938
Armenia,2010,male,5-14 years,2,191722,9260284938
Armenia,2010,female,15-24 years,2,270727,9260284938
Armenia,2010,female,25-34 years,1,236851,9260284938
Armenia,2011,female,75+ years,6,86643,10142111334
Armenia,2011,male,35-54 years,23,341199,10142111334
Armenia,2011,male,55-74 years,11,194982,10142111334
Armenia,2011,male,25-34 years,8,209914,10142111334
Armenia,2011,male,75+ years,2,55565,10142111334
Armenia,2011,male,15-24 years,7,245227,10142111334
Armenia,2011,female,15-24 years,4,259823,10142111334
Armenia,2011,female,55-74 years,3,256541,10142111334
Armenia,2011,female,35-54 years,3,422179,10142111334
Armenia,2012,male,75+ years,5,56598,10619320049
Armenia,2012,male,35-54 years,26,376743,10619320049
Armenia,2012,male,55-74 years,11,212482,10619320049
Armenia,2012,male,25-34 years,11,245443,10619320049
Armenia,2012,female,75+ years,3,91237,10619320049
Armenia,2012,male,15-24 years,5,255119,10619320049
Armenia,2012,female,35-54 years,7,428953,10619320049
Armenia,2012,female,25-34 years,4,259768,10619320049
Armenia,2012,female,55-74 years,4,273394,10619320049
Armenia,2012,female,15-24 years,2,255088,10619320049
Armenia,2012,male,5-14 years,1,192409,10619320049
Armenia,2013,male,75+ years,7,58640,11121465767
Armenia,2013,female,75+ years,6,95093,11121465767
Armenia,2013,male,55-74 years,11,218063,11121465767
Armenia,2013,female,55-74 years,11,280566,11121465767
Armenia,2013,male,25-34 years,9,250487,11121465767
Armenia,2013,male,35-54 years,13,370440,11121465767
Armenia,2013,female,35-54 years,6,423841,11121465767
Armenia,2013,male,15-24 years,2,243687,11121465767
Armenia,2013,male,5-14 years,1,193754,11121465767
Armenia,2013,female,15-24 years,1,242386,11121465767
Armenia,2014,male,75+ years,9,60108,11609512940
Armenia,2014,female,75+ years,6,98118,11609512940
Armenia,2014,male,55-74 years,12,224430,11609512940
Armenia,2014,male,35-54 years,13,363362,11609512940
Armenia,2014,male,25-34 years,6,253461,11609512940
Armenia,2014,female,55-74 years,4,288822,11609512940
Armenia,2014,male,15-24 years,3,230760,11609512940
Armenia,2014,female,15-24 years,2,227895,11609512940
Armenia,2014,female,5-14 years,1,171332,11609512940
Armenia,2014,female,35-54 years,2,417829,11609512940
Armenia,2015,male,75+ years,12,61355,10553337673
Armenia,2015,male,55-74 years,16,231213,10553337673
Armenia,2015,female,75+ years,5,100754,10553337673
Armenia,2015,male,35-54 years,15,356715,10553337673
Armenia,2015,male,25-34 years,1,255540,10553337673
Armenia,2015,female,55-74 years,5,297936,10553337673
Armenia,2015,female,15-24 years,3,212010,10553337673
Armenia,2015,female,35-54 years,4,412360,10553337673
Armenia,2015,male,15-24 years,2,216876,10553337673
Armenia,2015,female,25-34 years,2,274108,10553337673
Armenia,2016,male,75+ years,12,61956,10546135160
Armenia,2016,male,55-74 years,16,237813,10546135160
Armenia,2016,male,35-54 years,16,350633,10546135160
Armenia,2016,male,15-24 years,5,202220,10546135160
Armenia,2016,female,75+ years,2,102414,10546135160
